actual_price,discounted_price,discount_percentage,rating,rating_count
15.54,7.04,0.55,4.1,557.0
287.99,151.31,0.47,4.4,2288.0
10.2,8.39,0.18,4.1,1106.0
72.0,45.59,0.37,4.2,11935.0
12.24,7.68,0.37,4.1,5059.0
23.99,11.75,0.51,3.9,157.0
89.34,64.38,0.28,3.9,3584.0
42.0,38.39,0.09,4.2,1899.0
16.74,11.75,0.3,4.2,15252.0
26.39,11.15,0.58,3.7,4.0
51.96,44.52,0.14,3.7,1662.0
51.54,24.4,0.53,3.4,422.0
227.88,113.94,0.5,4.2,79.0
150.0,93.59,0.38,4.0,5160.0
28.62,11.39,0.6,4.1,2311.0
58.68,33.48,0.43,3.9,588.0
13.2,7.74,0.41,4.0,3271.0
46.79,26.85,0.43,3.9,11004.0
202.79,104.39,0.49,4.2,3195.0
911.88,515.88,0.43,4.3,3231.0
9.9,9.9,0.0,4.0,3246.0
3.6,1.93,0.46,2.6,24.0
17.99,8.36,0.54,3.8,144.0
8.96,8.26,0.08,4.5,2280.0
47.99,26.39,0.45,3.5,340.0
143.88,82.2,0.43,3.9,144.0
45.59,32.39,0.29,4.0,727.0
23.99,10.79,0.55,4.0,832.0
35.99,13.08,0.64,3.5,57.0
7.19,3.54,0.51,4.0,1644.0
23.99,5.75,0.76,3.4,1066.0
58.19,35.39,0.39,4.2,7968.0
6.12,4.02,0.34,3.8,3195.0
5.99,3.52,0.41,4.1,1456.0
15.59,7.19,0.54,4.2,590.0
11.99,5.99,0.5,4.3,1436.0
14.28,10.19,0.29,4.2,4184.0
4.8,2.99,0.38,4.1,693.0
7.19,2.22,0.69,3.9,1306.0
11.99,9.34,0.22,3.3,8.0
8.39,3.35,0.6,4.3,2326.0
17.99,2.58,0.86,3.9,1004.0
15.54,10.67,0.31,4.3,6400.0
59.99,17.39,0.71,3.6,63.0
30.6,14.28,0.53,3.8,1181.0
23.4,21.59,0.08,3.9,1888.0
101.74,73.44,0.28,4.6,6550.0
39.59,21.59,0.45,3.8,1846.0
46.74,26.39,0.44,3.9,1085.0
65.94,44.22,0.33,4.1,290.0
11.99,7.79,0.35,3.6,4.0
107.94,103.19,0.04,4.4,9734.0
19.19,13.32,0.31,4.3,4022.0
42.0,17.99,0.57,4.7,2591.0
23.99,9.11,0.62,4.3,532.0
38.39,32.03,0.17,3.9,260.0
15.6,11.15,0.29,3.9,1672.0
4.79,2.39,0.5,3.7,7945.0
7.19,3.35,0.53,3.5,1367.0
11.99,6.59,0.45,4.0,1313.0
2.39,1.02,0.57,4.1,212.0
15.59,5.99,0.62,3.9,65.0
93.31,70.38,0.25,4.4,2737.0
27.59,15.12,0.45,4.3,55.0
18.0,13.19,0.27,4.5,1065.0
31.08,23.14,0.26,4.0,2377.0
75.59,38.99,0.48,3.9,2569.0
21.54,14.39,0.33,4.2,5967.0
38.28,17.47,0.54,4.1,1776.0
57.59,40.19,0.3,3.7,4200.0
107.99,58.79,0.46,4.1,297.0
22.79,14.39,0.37,4.2,3858.0
69.59,39.48,0.43,4.3,168.0
9.59,2.15,0.78,3.6,101.0
3.6,1.79,0.5,4.1,4074.0
86.4,65.88,0.24,4.5,1408.0
4.67,4.55,0.03,4.2,3739.0
156.59,104.39,0.33,4.3,5891.0
71.99,36.5,0.49,4.0,777.0
28.8,20.94,0.27,4.2,14160.0
63.54,38.16,0.4,4.2,6919.0
299.99,59.99,0.8,4.5,287.0
9.59,4.68,0.51,3.8,287.0
35.99,23.99,0.33,4.4,388.0
29.94,19.49,0.35,4.1,827.0
5.4,2.21,0.59,4.2,4971.0
11.99,5.34,0.55,4.3,229.0
20.28,8.39,0.59,4.1,3524.0
46.68,19.21,0.59,4.2,156.0
3.12,2.77,0.11,4.1,490.0
7.19,4.43,0.38,3.9,82.0
23.4,9.71,0.59,3.9,710.0
35.88,14.39,0.6,3.8,133.0
96.88,73.44,0.24,4.6,2751.0
31.19,21.59,0.31,3.6,771.0
359.99,227.99,0.37,4.1,2536.0
28.32,23.99,0.15,4.2,7801.0
137.94,71.99,0.48,4.3,534.0
57.36,31.19,0.46,3.9,898.0
28.8,14.39,0.5,3.9,1202.0
2.99,2.63,0.12,4.0,1108.0
14.39,9.59,0.33,4.4,17.0
131.99,74.39,0.44,4.2,10429.0
131.94,81.48,0.38,4.5,3192.0
39.6,23.79,0.4,4.1,5873.0
4.8,2.39,0.5,4.1,1379.0
17.28,14.16,0.18,4.2,1527.0
36.54,26.39,0.28,4.2,2686.0
43.14,35.99,0.17,4.0,178.0
6.0,3.04,0.49,4.3,2664.0
9.59,5.99,0.38,3.6,212.0
22.79,13.79,0.39,3.5,24.0
9.59,5.48,0.43,4.3,1868.0
4.79,2.75,0.43,3.6,451.0
8.39,2.39,0.72,2.9,159.0
23.99,10.79,0.55,4.2,39.0
26.39,17.99,0.32,4.4,6531.0
11.99,5.11,0.57,4.1,222.0
39.48,27.84,0.29,3.8,195.0
37.18,18.76,0.5,3.5,2283.0
59.88,41.85,0.3,4.1,1127.0
14.4,5.98,0.59,3.2,113.0
32.34,32.34,0.0,4.4,2518.0
27.59,11.39,0.59,3.6,550.0
11.99,2.39,0.8,3.1,2.0
11.03,4.55,0.59,4.0,1090.0
36.54,27.36,0.25,4.1,4118.0
36.96,26.63,0.28,3.6,468.0
22.68,16.79,0.26,4.0,8031.0
44.28,34.36,0.22,4.3,6987.0
