actual_price,discounted_price,discount_percentage,rating,rating_count
59.99,21.59,0.64,4.1,55192.0
7.19,5.15,0.28,4.1,119466.0
5.99,1.2,0.8,3.5,9638.0
4.79,3.95,0.18,3.6,33735.0
3.59,2.75,0.23,4.3,30411.0
3.59,1.67,0.54,3.8,3044.0
29.99,14.39,0.52,4.0,33584.0
27.59,12.59,0.54,3.9,1779.0
3.59,1.43,0.6,4.1,5999.0
4.07,1.85,0.55,4.3,13391.0
3.0,2.7,0.1,4.4,26556.0
17.99,7.87,0.56,4.3,25903.0
33.6,13.31,0.6,4.3,53464.0
95.88,35.99,0.62,4.1,48448.0
3.59,2.03,0.43,4.4,5176.0
4.85,3.71,0.24,4.4,8614.0
16.79,7.19,0.57,3.8,60026.0
7.19,3.59,0.5,3.8,3066.0
11.99,5.39,0.55,4.0,2102.0
15.54,9.59,0.38,4.4,34852.0
8.4,2.63,0.69,4.4,426972.0
1.92,1.88,0.02,4.5,8618.0
19.2,4.43,0.77,4.0,32625.0
10.79,7.19,0.33,4.0,4018.0
7.19,5.75,0.2,4.3,11687.0
10.79,4.2,0.61,4.2,2262.0
35.88,19.18,0.47,3.8,11015.0
10.79,7.19,0.33,4.3,95116.0
4.79,1.91,0.6,4.1,4768.0
36.0,15.59,0.57,4.3,23022.0
59.99,19.19,0.68,4.0,67951.0
59.99,3.53,0.94,4.3,4426.0
10.33,9.94,0.04,4.2,4567.0
9.54,8.94,0.06,4.0,13797.0
29.94,18.59,0.38,4.4,15137.0
4.79,4.19,0.13,4.4,18757.0
21.59,11.64,0.46,4.5,815.0
29.99,17.63,0.41,4.2,156638.0
9.6,2.38,0.75,4.1,9344.0
6.59,6.59,0.0,4.5,4875.0
119.99,35.99,0.7,4.2,20881.0
359.99,144.0,0.6,4.3,4744.0
41.99,15.59,0.63,3.9,12452.0
3.78,3.23,0.15,4.5,17810.0
17.99,9.59,0.47,4.1,53648.0
165.0,75.59,0.54,4.2,2014.0
0.71,0.71,0.0,3.8,5958.0
11.99,6.85,0.43,4.3,38221.0
11.99,6.59,0.45,3.9,64705.0
71.99,25.19,0.65,4.3,17129.0
263.88,161.88,0.39,4.3,11976.0
8.39,5.38,0.36,3.9,17348.0
35.99,17.99,0.5,3.7,87798.0
5.99,3.59,0.4,4.2,24432.0
16.8,6.95,0.59,4.3,189104.0
39.59,29.99,0.24,4.2,93112.0
71.99,14.39,0.8,3.9,47521.0
5.99,4.79,0.2,4.3,27201.0
5.99,3.35,0.44,3.7,10962.0
274.8,161.88,0.41,4.3,16299.0
4.5,3.35,0.26,4.3,31534.0
59.99,29.99,0.5,3.9,7571.0
1.92,1.64,0.14,4.4,6537.0
2.39,0.71,0.7,4.0,9377.0
5.99,3.59,0.4,4.5,21010.0
47.99,21.59,0.55,3.9,3517.0
35.99,23.99,0.33,4.3,63899.0
8.39,2.39,0.72,4.2,12153.0
17.99,4.79,0.73,4.1,5730.0
47.99,20.39,0.58,4.2,25488.0
11.94,8.39,0.3,4.5,54405.0
5.99,1.14,0.81,4.2,1949.0
20.39,13.79,0.32,4.2,122478.0
23.94,17.94,0.25,4.3,7241.0
59.99,10.19,0.83,4.0,20457.0
5.28,5.28,0.0,4.5,8610.0
11.99,4.19,0.65,3.8,16557.0
47.99,7.19,0.85,3.9,1087.0
4.79,1.79,0.63,4.0,1540.0
11.99,3.47,0.71,4.1,401.0
5.99,2.15,0.64,3.4,9385.0
59.99,17.99,0.7,4.0,92588.0
8.39,4.79,0.43,3.4,3454.0
9.59,7.19,0.25,4.3,15790.0
24.0,11.39,0.53,3.9,14969.0
119.99,29.99,0.75,4.1,42139.0
2.16,1.91,0.12,4.3,989.0
34.8,15.95,0.54,4.5,19624.0
11.99,6.84,0.43,4.2,3201.0
23.99,10.79,0.55,4.1,30469.0
11.99,5.39,0.55,4.4,9940.0
11.99,6.59,0.45,4.3,7758.0
28.79,18.35,0.36,4.3,68409.0
1.2,1.2,0.0,4.3,3095.0
17.99,3.59,0.8,4.2,903.0
21.54,15.54,0.28,4.1,25771.0
11.99,8.39,0.3,4.1,273189.0
3.78,3.02,0.2,4.5,3785.0
2.64,2.28,0.14,4.4,2866.0
19.19,15.59,0.19,4.3,27223.0
19.8,8.75,0.56,4.3,82356.0
7.2,5.76,0.2,4.3,5719.0
83.88,21.59,0.74,4.0,26880.0
29.99,11.99,0.6,4.3,1690.0
4.79,3.59,0.25,4.0,2766.0
8.39,2.86,0.66,4.4,8372.0
26.38,16.19,0.39,4.0,7113.0
11.99,3.59,0.7,4.3,20850.0
5.99,2.39,0.6,3.3,2804.0
119.99,23.99,0.8,3.7,1986.0
5.99,1.19,0.8,4.1,2451.0
12.0,5.99,0.5,5.0,23.0
42.0,21.5,0.49,4.5,26194.0
49.2,39.59,0.2,3.9,15783.0
2.16,1.5,0.31,4.4,8053.0
14.28,4.79,0.66,4.1,2809.0
95.99,14.39,0.85,3.6,25910.0
19.19,2.82,0.85,3.8,1173.0
23.99,6.59,0.73,3.6,6422.0
1.19,1.07,0.1,4.2,241.0
23.99,11.64,0.51,4.4,184.0
35.99,15.59,0.57,3.8,14629.0
11.99,2.76,0.77,4.2,1528.0
5.99,1.43,0.76,4.3,15032.0
9.6,5.39,0.44,4.4,69585.0
41.94,20.39,0.51,4.1,14371.0
8.64,6.73,0.22,4.4,3182.0
7.08,3.47,0.51,4.4,25886.0
23.99,7.19,0.7,4.4,4736.0
88.2,67.19,0.24,4.4,73005.0
31.14,23.88,0.23,4.3,20398.0
9.59,5.99,0.38,4.3,2125.0
11.99,5.39,0.55,4.3,11330.0
23.99,11.99,0.5,4.2,27441.0
3.59,0.83,0.77,4.3,255.0
17.99,10.79,0.4,4.2,23174.0
8.39,5.74,0.32,3.8,20218.0
29.88,16.79,0.44,4.3,11074.0
9.0,2.39,0.73,4.5,74976.0
5.99,1.79,0.7,4.1,25607.0
59.88,21.59,0.64,4.2,41226.0
11.99,5.1,0.57,4.0,2581.0
29.88,11.99,0.6,4.1,18331.0
11.99,4.54,0.62,4.1,1779.0
1.19,1.19,0.0,4.3,388.0
35.99,17.99,0.5,4.5,8656.0
37.2,21.78,0.41,4.5,92925.0
0.9,0.8,0.11,4.1,1269.0
32.39,22.67,0.3,4.3,17394.0
17.99,5.99,0.67,3.6,9169.0
11.99,5.99,0.5,4.4,1030.0
95.99,69.59,0.28,4.5,50273.0
9.59,5.99,0.38,3.9,6742.0
7.2,2.99,0.59,4.0,1208.0
5.99,2.15,0.64,4.0,1933.0
68.81,53.39,0.22,4.4,25006.0
6.6,3.59,0.46,4.6,33434.0
16.68,7.55,0.55,4.4,6301.0
39.54,31.14,0.21,4.4,22618.0
13.19,4.67,0.65,4.3,974.0
34.93,21.59,0.38,4.3,20342.0
2.1,1.08,0.49,4.4,7429.0
7.19,7.19,0.0,4.0,26423.0
95.99,23.99,0.75,4.2,31305.0
39.0,25.19,0.35,3.8,11213.0
5.99,2.15,0.64,4.1,10174.0
27.54,16.14,0.41,4.2,17413.0
11.94,4.19,0.65,4.2,6676.0
5.99,3.44,0.42,4.4,8076.0
7.19,7.19,0.0,4.3,355.0
5.4,4.19,0.22,4.1,18656.0
13.31,10.55,0.21,4.4,31599.0
11.99,2.39,0.8,3.9,1075.0
3.0,3.0,0.0,3.9,13971.0
5.99,2.39,0.6,3.6,2492.0
22.8,10.79,0.53,4.4,13552.0
11.99,2.39,0.8,4.0,575.0
11.99,1.79,0.85,3.5,2523.0
17.99,5.63,0.69,4.1,352.0
23.15,14.24,0.38,4.1,1662.0
17.99,10.19,0.43,4.0,7352.0
4.79,3.94,0.18,4.1,3441.0
8.39,3.23,0.62,4.0,93.0
4.8,3.59,0.25,3.8,40895.0
17.99,6.59,0.63,4.3,11006.0
1.44,1.37,0.05,4.2,8938.0
1.44,1.44,0.0,4.1,4308.0
23.99,11.64,0.51,4.2,462.0
8.34,2.51,0.7,4.5,107686.0
27.54,17.88,0.35,4.6,10652.0
1.19,1.19,0.0,4.3,5036.0
2.99,1.79,0.4,4.0,5057.0
33.59,6.9,0.79,4.2,8537.0
11.99,4.0,0.67,3.3,9792.0
2.52,2.14,0.15,4.3,2450.0
41.88,19.19,0.54,3.7,676.0
15.59,5.99,0.62,3.9,1173.0
5.99,2.39,0.6,4.3,9998.0
71.99,29.99,0.58,4.1,5852.0
11.99,2.39,0.8,4.2,362.0
21.6,11.27,0.48,4.5,205052.0
119.99,29.99,0.75,4.0,9090.0
34.68,17.27,0.5,4.5,4099.0
71.99,13.19,0.82,3.5,12966.0
1.92,1.88,0.02,4.5,4428.0
19.19,11.99,0.38,4.3,12093.0
11.99,1.38,0.88,3.3,5692.0
5.99,2.1,0.65,4.1,21.0
56.4,23.99,0.57,3.8,1880.0
52.0,47.99,0.08,3.5,21762.0
21.6,10.79,0.5,4.1,22375.0
11.88,3.59,0.7,4.5,2453.0
56.39,39.64,0.3,4.4,13544.0
65.88,22.68,0.66,4.1,10976.0
1.2,1.08,0.1,4.3,3061.0
33.48,19.19,0.43,3.6,2272.0
11.99,7.19,0.4,4.0,7601.0
14.5,6.08,0.58,4.1,8131.0
10.79,5.1,0.53,4.5,4219.0
47.99,17.99,0.63,4.2,42775.0
29.99,6.59,0.78,4.3,5556.0
4.74,2.39,0.5,4.2,92595.0
19.74,15.54,0.21,4.6,12375.0
3.72,3.72,0.0,4.5,5882.0
1.79,1.79,0.0,4.3,10833.0
17.99,13.79,0.23,4.1,10443.0
15.59,5.99,0.62,4.5,434.0
50.39,11.99,0.76,3.5,1913.0
48.0,20.51,0.57,4.4,3029.0
3.0,3.0,0.0,4.2,2628.0
26.39,14.39,0.45,4.4,24780.0
1.2,1.08,0.1,4.4,10718.0
71.99,24.3,0.66,4.2,6233.0
23.94,17.94,0.25,4.5,10541.0
25.2,9.59,0.62,4.3,8188.0
14.39,10.79,0.25,3.8,10751.0
11.99,4.19,0.65,3.9,817.0
29.99,10.8,0.64,4.0,36384.0
47.88,29.88,0.38,4.1,3606.0
2.4,1.39,0.42,4.4,357.0
2.76,2.4,0.13,4.4,10170.0
33.55,14.99,0.55,4.4,4598.0
11.99,7.79,0.35,3.5,7222.0
41.99,31.79,0.24,4.5,1271.0
4.19,2.39,0.43,4.1,314.0
8.68,7.15,0.18,4.4,3219.0
71.99,29.99,0.58,4.1,38879.0
149.99,59.99,0.6,4.2,4541.0
15.48,4.79,0.69,4.2,76042.0
2.4,1.39,0.42,4.3,485.0
71.99,53.99,0.25,4.3,44696.0
5.99,3.96,0.34,3.7,8566.0
29.99,7.79,0.74,3.9,13049.0
19.19,14.81,0.23,4.5,16680.0
35.88,16.79,0.53,4.1,97174.0
3.84,3.26,0.15,4.0,3686.0
11.99,1.19,0.9,3.8,594.0
46.5,41.98,0.1,3.4,12185.0
229.32,121.19,0.47,4.3,2623.0
11.99,5.39,0.55,4.3,9701.0
1.8,1.8,0.0,4.3,15867.0
17.99,4.18,0.77,4.2,656.0
35.99,14.39,0.6,4.1,10725.0
10.79,4.76,0.56,4.0,3025.0
4.19,1.85,0.56,4.3,7064.0
17.88,8.39,0.53,4.0,5736.0
23.99,20.15,0.16,4.1,72563.0
18.0,4.25,0.76,4.0,1026.0
65.99,14.39,0.78,3.8,2043.0
17.99,4.55,0.75,4.2,4149.0
9.3,5.99,0.36,4.3,74.0
384.0,124.67,0.68,4.4,41398.0
15.6,7.79,0.5,4.1,5195.0
23.99,14.39,0.4,4.5,22420.0
11.99,1.67,0.86,4.0,1313.0
23.99,10.67,0.56,4.2,2284.0
26.39,16.91,0.36,3.9,427.0
23.99,6.59,0.73,4.3,1367.0
21.59,8.99,0.58,4.0,13199.0
10.14,3.95,0.61,4.2,29746.0
13.19,4.55,0.66,4.3,2806.0
95.99,71.98,0.25,4.2,30355.0
17.99,3.59,0.8,4.2,2868.0
17.99,4.55,0.75,4.1,670.0
35.99,16.79,0.53,4.3,3530.0
15.59,8.39,0.46,4.3,6183.0
3.6,3.6,0.0,4.2,419.0
23.94,11.99,0.5,4.5,7317.0
6.42,6.42,0.0,4.4,4426.0
299.99,167.99,0.44,4.2,45237.0
13.19,3.23,0.76,4.1,1092.0
5.4,4.09,0.24,4.3,2493.0
47.99,29.99,0.38,4.4,12679.0
7.19,4.19,0.42,4.1,210.0
84.06,70.79,0.16,3.6,4199.0
14.39,8.39,0.42,4.0,14403.0
35.99,18.78,0.48,4.0,11113.0
9.59,3.91,0.59,4.4,10773.0
11.99,1.44,0.88,3.9,6491.0
11.99,7.88,0.34,4.3,13944.0
34.74,23.94,0.31,4.6,10760.0
18.0,18.0,0.0,4.4,25996.0
38.34,31.68,0.17,4.5,16146.0
76.26,63.59,0.17,3.9,8280.0
8.39,3.16,0.62,4.1,450.0
35.99,23.88,0.34,4.3,14237.0
17.99,15.47,0.14,4.5,20668.0
1.98,1.98,0.0,4.5,1674.0
41.99,20.39,0.51,3.6,7689.0
90.0,27.59,0.69,4.1,5554.0
8.4,2.63,0.69,4.3,20053.0
0.47,0.47,0.0,3.8,3344.0
455.99,323.99,0.29,4.6,2886.0
23.88,17.88,0.25,4.1,98250.0
23.39,4.78,0.8,4.0,75.0
10.79,4.19,0.61,4.5,149.0
18.56,9.24,0.5,4.3,2585.0
15.59,3.35,0.79,4.0,5072.0
7.19,2.99,0.58,4.5,5985.0
5.99,1.38,0.77,4.0,7732.0
2.76,2.76,0.0,4.5,9427.0
11.99,4.79,0.6,4.1,1780.0
8.4,7.19,0.14,4.3,2301.0
13.8,7.18,0.48,4.1,2535.0
17.99,4.79,0.73,4.0,691.0
15.59,5.99,0.62,4.1,2740.0
5.99,2.39,0.6,4.1,602.0
13.08,6.95,0.47,4.4,3482.0
4.79,2.15,0.55,4.0,1423.0
1.2,1.08,0.1,4.1,6199.0
23.99,10.79,0.55,4.4,1667.0
21.6,13.79,0.36,4.3,4723.0
5.99,2.99,0.5,4.2,22860.0
0.47,0.47,0.0,3.6,13572.0
43.19,19.19,0.56,4.2,16182.0
47.88,14.39,0.7,4.2,2908.0
5.99,2.51,0.58,3.9,536.0
17.99,13.19,0.27,4.2,2375.0
1.44,1.44,0.0,4.5,4951.0
41.99,18.23,0.57,4.3,408.0
5.04,5.04,0.0,4.2,1926.0
2.7,2.7,0.0,4.1,4798.0
9.59,2.39,0.75,4.1,7333.0
47.99,21.59,0.55,4.6,245.0
115.5,100.19,0.13,3.8,3652.0
73.2,39.68,0.46,4.3,2515.0
15.59,3.9,0.75,4.2,10576.0
15.6,5.39,0.65,4.2,4959.0
4.8,4.56,0.05,4.4,2111.0
16.79,5.99,0.64,3.9,1462.0
718.68,446.96,0.38,4.0,323.0
29.88,10.19,0.66,4.2,91188.0
23.99,9.59,0.6,3.7,418.0
83.99,31.19,0.63,4.5,1526.0
11.99,2.39,0.8,4.5,127.0
9.6,3.23,0.66,3.6,10134.0
11.99,3.58,0.7,4.3,1552.0
35.99,17.99,0.5,4.1,25262.0
14.94,7.79,0.48,3.9,123365.0
20.34,14.39,0.29,3.6,13300.0
24.0,14.39,0.4,4.0,18543.0
11.99,5.46,0.54,4.1,3578.0
23.99,2.39,0.9,3.7,2031.0
5.99,3.52,0.41,3.9,44994.0
5.94,2.39,0.6,4.1,270563.0
14.94,8.99,0.4,3.9,31783.0
18.59,16.79,0.1,3.9,2602.0
17.34,8.99,0.48,3.9,63350.0
38.32,20.39,0.47,3.8,54032.0
16.14,12.52,0.22,3.8,15592.0
11.99,5.99,0.5,4.1,4859.0
19.8,17.57,0.11,4.1,14120.0
5.99,2.99,0.5,3.3,8427.0
16.8,7.5,0.55,4.2,23316.0
30.0,15.48,0.48,4.0,6530.0
74.28,43.2,0.42,4.3,11924.0
167.99,78.59,0.53,4.0,2961.0
35.94,19.5,0.46,4.5,23484.0
70.68,31.19,0.56,4.1,21783.0
24.0,14.39,0.4,4.0,14030.0
157.8,65.99,0.58,4.2,6398.0
42.0,15.59,0.63,3.8,44050.0
9.42,7.19,0.24,4.2,24247.0
38.52,23.99,0.38,4.2,41349.0
12.0,6.59,0.45,3.6,1074.0
24.0,11.99,0.5,3.8,1163.0
23.99,4.78,0.8,4.1,257.0
8.64,6.47,0.25,4.1,36017.0
19.14,8.39,0.56,4.1,8090.0
43.74,25.78,0.41,4.1,31388.0
95.4,43.19,0.55,4.2,136.0
11.99,4.21,0.65,4.0,5380.0
20.94,19.37,0.08,4.3,37974.0
15.54,8.63,0.44,4.2,17218.0
17.99,8.14,0.55,4.2,900.0
18.54,9.71,0.48,3.7,976.0
60.0,23.63,0.61,4.1,4927.0
20.34,17.88,0.12,4.4,3543.0
47.34,29.99,0.37,3.8,2732.0
25.19,19.98,0.21,4.0,14368.0
63.54,38.75,0.39,4.2,39724.0
43.14,21.59,0.5,3.8,9791.0
20.39,15.12,0.26,4.2,2891.0
13.55,8.99,0.34,4.0,2446.0
69.54,41.99,0.4,3.9,25340.0
11.99,4.55,0.62,4.3,3096.0
28.8,13.19,0.54,3.8,4.0
15.59,8.99,0.42,4.0,119.0
15.59,15.59,0.0,4.2,40106.0
13.08,6.59,0.5,4.2,13029.0
24.0,10.79,0.55,3.6,291.0
18.54,15.85,0.14,4.3,15453.0
23.99,13.19,0.45,4.0,604.0
10.5,9.3,0.11,4.2,46647.0
183.24,75.59,0.59,4.1,3233.0
50.34,38.28,0.24,4.0,1282.0
23.87,9.59,0.6,4.3,70.0
60.0,32.39,0.46,4.0,26164.0
11.88,7.19,0.39,3.9,16166.0
13.33,8.99,0.33,4.2,35693.0
124.8,74.39,0.4,4.1,14391.0
29.88,21.83,0.27,4.4,7946.0
22.8,14.39,0.37,4.0,1765.0
75.54,38.99,0.48,3.8,14062.0
11.99,4.19,0.65,4.0,15646.0
20.39,12.59,0.38,3.1,111.0
18.0,9.59,0.47,4.3,9695.0
115.8,59.99,0.48,4.2,1772.0
127.08,83.99,0.34,4.4,11499.0
23.99,9.59,0.6,4.1,2162.0
1.07,1.07,0.0,4.2,19621.0
29.82,16.8,0.44,4.1,19998.0
10.79,4.26,0.61,4.1,1051.0
39.35,26.03,0.34,4.1,1716.0
45.59,33.59,0.26,3.9,32931.0
14.99,10.79,0.28,3.9,17424.0
60.0,29.99,0.5,3.8,1889.0
87.59,43.19,0.51,4.0,10324.0
7.5,5.99,0.2,4.2,5355.0
12.24,7.84,0.36,4.1,3366.0
107.88,57.47,0.47,4.3,1017.0
19.67,16.91,0.14,3.7,787.0
10.79,9.04,0.16,4.2,18462.0
14.39,4.24,0.71,4.3,629.0
22.79,13.19,0.42,4.3,15276.0
139.14,105.59,0.24,4.4,2981.0
21.0,16.14,0.23,3.8,2466.0
25.14,25.14,0.0,4.5,7949.0
27.6,17.98,0.35,3.8,95.0
35.88,26.39,0.26,3.8,1558.0
51.54,44.39,0.14,4.1,26543.0
2.39,2.12,0.11,4.1,3688.0
29.99,13.79,0.54,3.8,4383.0
5.99,2.93,0.51,3.3,478.0
28.8,23.51,0.18,4.0,237.0
8.99,3.83,0.57,4.6,124.0
21.3,17.99,0.16,3.9,14667.0
19.19,5.63,0.71,3.7,6.0
21.54,13.19,0.39,4.2,4244.0
191.99,115.08,0.4,4.1,1017.0
17.88,11.99,0.33,4.1,12999.0
23.99,15.59,0.35,3.8,311.0
5.99,3.5,0.41,4.1,4238.0
3.59,1.92,0.46,4.6,2781.0
7.2,7.2,0.0,4.1,10907.0
13.56,13.56,0.0,4.2,13250.0
75.54,38.99,0.48,3.9,43070.0
113.46,43.19,0.62,4.1,11828.0
8.39,4.42,0.47,4.1,1240.0
59.99,38.39,0.36,4.0,20869.0
34.8,19.19,0.45,3.7,441.0
29.99,23.99,0.2,4.1,1034.0
14.28,7.39,0.48,4.1,37126.0
25.2,17.99,0.29,4.1,6355.0
5.99,2.39,0.6,3.3,12.0
9.9,7.32,0.26,4.1,13165.0
17.99,11.99,0.33,4.1,1646.0
119.94,107.99,0.1,4.4,17994.0
11.99,5.44,0.55,4.3,610.0
72.0,29.57,0.59,4.1,8866.0
47.34,32.63,0.31,3.7,13406.0
23.99,17.27,0.28,4.8,53803.0
41.99,33.59,0.2,4.5,546.0
66.6,25.06,0.62,4.0,5292.0
55.08,28.79,0.48,4.1,444.0
5.99,3.7,0.38,3.9,4584.0
52.8,31.19,0.41,4.1,14947.0
12.0,5.75,0.52,4.2,1559.0
3.59,2.94,0.18,4.1,1660.0
9.59,2.15,0.78,3.5,132.0
62.28,42.83,0.31,4.3,28629.0
16.14,8.39,0.48,3.9,8446.0
48.0,25.07,0.48,4.2,11199.0
48.0,28.07,0.42,3.8,1118.0
19.19,9.41,0.51,4.5,11.0
119.99,65.99,0.45,3.8,4353.0
23.88,10.79,0.55,4.1,185.0
20.34,20.34,0.0,4.2,14290.0
11.28,5.99,0.47,4.1,3036.0
56.4,32.39,0.43,4.2,1296.0
35.99,17.38,0.52,4.5,19.0
0.95,0.95,0.0,4.0,97.0
171.48,83.88,0.51,4.4,1771.0
47.34,32.38,0.32,4.0,15034.0
71.99,38.39,0.47,4.0,3242.0
23.4,14.39,0.39,3.9,2832.0
33.59,16.97,0.49,4.0,1498.0
23.4,11.99,0.49,3.8,305.0
119.99,71.99,0.4,4.2,1191.0
155.99,119.64,0.23,4.3,4049.0
8.39,8.38,0.0,4.2,3160.0
38.28,26.39,0.31,4.3,9650.0
9.59,3.84,0.6,4.2,3846.0
5.99,3.58,0.4,4.4,290.0
17.99,14.39,0.2,3.8,2206.0
31.92,16.79,0.47,4.1,9349.0
33.59,7.19,0.79,3.9,578.0
17.99,17.99,0.0,4.3,9331.0
718.8,172.8,0.76,4.4,3837.0
22.8,20.39,0.11,3.6,11456.0
11.99,7.79,0.35,3.8,49.0
76.5,38.99,0.49,4.0,4978.0
5.99,2.39,0.6,4.1,1996.0
22.79,13.19,0.42,4.3,1811.0
17.88,7.97,0.55,4.0,2198.0
4.2,3.12,0.26,3.9,13127.0
102.0,77.99,0.24,4.4,5865.0
29.99,17.81,0.41,3.7,1067.0
18.72,11.99,0.36,3.6,4881.0
78.0,39.59,0.49,3.7,11217.0
11.99,3.11,0.74,4.0,43.0
93.54,38.99,0.58,4.2,4664.0
71.94,51.36,0.29,3.8,2112.0
3.59,2.27,0.37,4.2,2737.0
28.19,17.39,0.38,3.9,9019.0
5.99,2.39,0.6,4.0,10234.0
15.59,5.69,0.64,4.1,550.0
5.99,3.35,0.44,4.8,28.0
57.3,23.99,0.58,4.2,1353.0
14.76,9.59,0.35,4.1,2138.0
23.99,11.39,0.53,4.0,1679.0
61.87,43.89,0.29,3.9,12837.0
23.99,20.39,0.15,4.1,8873.0
25.14,22.19,0.12,4.3,7681.0
237.9,149.99,0.37,4.1,322.0
23.04,13.19,0.43,4.2,9772.0
192.0,98.39,0.49,3.9,18497.0
26.39,5.99,0.77,3.7,53.0
179.99,83.99,0.53,4.1,1728.0
21.59,19.14,0.11,4.0,2877.0
23.4,12.59,0.46,3.8,250.0
35.94,14.18,0.61,4.2,5178.0
11.99,5.99,0.5,4.6,79.0
143.94,105.59,0.27,4.1,4157.0
35.99,18.35,0.49,3.3,29.0
20.28,14.39,0.29,4.2,4580.0
21.48,12.62,0.41,4.3,1404.0
107.94,77.99,0.28,4.3,2810.0
2.87,2.87,0.0,4.3,7.0
19.19,8.39,0.56,4.7,1729.0
51.48,31.19,0.39,4.4,2116.0
34.68,18.56,0.46,3.9,463.0
15.59,5.99,0.62,4.7,54.0
7.68,6.12,0.2,4.1,7229.0
45.48,22.79,0.5,3.8,3842.0
54.72,31.19,0.43,4.4,646.0
42.0,14.39,0.66,4.3,1802.0
31.2,11.99,0.62,3.4,252.0
39.6,23.99,0.39,4.2,780.0
8.39,2.52,0.7,3.7,74.0
282.71,173.99,0.38,4.3,2026.0
19.19,11.4,0.41,4.3,5911.0
119.94,86.39,0.28,4.4,1964.0
30.54,29.27,0.04,4.1,25.0
107.94,93.59,0.13,4.0,3160.0
23.99,19.19,0.2,4.4,1558.0
66.0,34.79,0.47,3.8,8958.0
145.8,117.59,0.19,4.3,13251.0
59.94,39.59,0.34,3.8,1393.0
17.99,8.03,0.55,2.3,13.0
90.07,70.68,0.22,4.5,7241.0
216.0,110.39,0.49,4.0,16020.0
13.19,4.21,0.68,3.7,1470.0
22.8,10.79,0.53,4.0,3663.0
22.2,16.19,0.27,4.4,638.0
119.99,74.83,0.38,4.1,3552.0
47.94,32.9,0.31,4.4,11148.0
17.99,8.65,0.52,3.1,2449.0
39.54,34.84,0.12,4.3,2299.0
32.34,19.87,0.39,4.4,6027.0
27.48,16.79,0.39,4.4,461.0
37.19,24.95,0.33,4.1,282.0
12.9,11.99,0.07,4.1,9275.0
83.99,38.15,0.55,4.0,743.0
29.99,12.59,0.58,3.6,328.0
87.48,43.19,0.51,3.9,942.0
69.54,57.59,0.17,3.9,3815.0
40.78,20.39,0.5,3.8,7988.0
17.88,7.97,0.55,4.1,925.0
19.44,11.38,0.41,4.1,4370.0
12.0,10.2,0.15,4.1,7619.0
7.68,7.2,0.06,3.8,2593.0
53.94,44.53,0.17,4.3,356.0
35.99,9.59,0.73,4.5,63.0
11.76,11.76,0.0,4.2,4740.0
10.79,4.21,0.61,3.9,296.0
5.99,2.75,0.54,3.5,185.0
47.94,40.19,0.16,4.3,1954.0
138.0,65.99,0.52,3.9,959.0
5.99,3.59,0.4,3.9,1015.0
42.6,26.99,0.37,4.0,3973.0
19.19,8.39,0.56,4.7,2300.0
17.99,14.82,0.18,4.1,203.0
35.99,16.19,0.55,3.8,441.0
138.0,81.6,0.41,4.1,10308.0
29.99,25.19,0.16,3.9,992.0
23.7,20.39,0.14,4.1,4716.0
20.39,12.83,0.37,3.9,313.0
29.94,16.19,0.46,3.8,166.0
42.0,17.99,0.57,4.1,303.0
55.2,25.1,0.55,4.3,562.0
123.54,46.31,0.63,3.9,8095.0
26.39,5.99,0.77,2.8,109.0
28.56,21.65,0.24,4.0,15382.0
105.84,78.3,0.26,4.5,5137.0
299.99,59.99,0.8,4.6,124.0
28.8,14.27,0.5,4.1,618.0
50.4,31.08,0.38,4.1,63.0
19.19,10.79,0.44,3.4,15.0
35.99,11.98,0.67,4.6,9.0
15.38,11.98,0.22,4.2,7274.0
23.88,13.19,0.45,3.9,5911.0
119.99,71.99,0.4,4.2,170.0
142.2,106.63,0.25,4.2,3065.0
11.99,5.7,0.52,4.1,1021.0
240.59,59.94,0.75,4.8,3964.0
298.2,167.99,0.44,4.4,8948.0
197.88,101.99,0.48,4.3,97.0
11.7,11.39,0.03,4.3,7223.0
5.99,4.74,0.21,4.0,330.0
7.62,7.62,0.0,4.3,4570.0
16.68,8.6,0.48,4.0,4867.0
718.8,334.8,0.53,4.4,5298.0
8.04,7.79,0.03,4.1,7786.0
4.79,2.32,0.52,3.6,37.0
29.94,15.59,0.48,2.0,2.0
40.68,29.39,0.28,4.0,5206.0
29.99,12.59,0.58,3.7,638.0
50.4,28.79,0.43,3.8,397.0
53.94,27.43,0.49,3.9,326.0
26.39,5.99,0.77,3.1,3527.0
11.99,5.15,0.57,3.0,617.0
7.14,3.59,0.5,4.0,314.0
239.88,64.74,0.73,4.4,535.0
12.12,6.71,0.45,4.1,17325.0
13.2,7.92,0.4,3.6,91.0
11.99,5.03,0.58,4.4,227.0
130.8,88.19,0.33,4.2,11957.0
48.06,34.79,0.28,4.3,7140.0
39.54,21.59,0.45,3.8,687.0
55.8,17.69,0.68,4.1,1045.0
294.0,191.99,0.35,4.0,11206.0
72.84,43.74,0.4,4.2,561.0
11.99,4.5,0.62,3.6,1988.0
47.34,35.71,0.25,4.2,3740.0
17.99,13.19,0.27,4.1,4401.0
80.4,30.9,0.62,4.2,611.0
33.6,19.79,0.41,3.9,2162.0
20.39,9.59,0.53,4.0,97.0
11.64,9.18,0.21,4.2,6055.0
18.0,11.99,0.33,4.2,386.0
